location,station_id,metric,target_date,target_datetime,forecast_issued_at,forecast_mean,actual_value,unit,forecast_source,forecast_model,actual_source,source_location_name,latitude,longitude,timezone,horizon_hours,notes
Milan,LIMC,high_temperature,2026-03-04,2026-03-04T12:00:00+00:00,2026-03-02T12:00:00+00:00,14.7,14.6,C,open_meteo,0.05602836608886719,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-03,2026-03-03T12:00:00+00:00,2026-03-03T00:00:00+00:00,14.8,14.4,C,open_meteo,0.05030632019042969,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-04,2026-03-04T00:00:00+00:00,2026-03-03T00:00:00+00:00,14.7,14.6,C,open_meteo,0.09894371032714844,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-05,2026-03-05T00:00:00+00:00,2026-03-03T00:00:00+00:00,12.3,13.0,C,open_meteo,0.0247955322265625,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-04,2026-03-04T00:00:00+00:00,2026-03-03T12:00:00+00:00,14.7,14.6,C,open_meteo,0.031948089599609375,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-04,2026-03-04T12:00:00+00:00,2026-03-03T12:00:00+00:00,14.7,14.6,C,open_meteo,0.03147125244140625,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-05,2026-03-05T12:00:00+00:00,2026-03-03T12:00:00+00:00,12.3,13.0,C,open_meteo,0.19919872283935547,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-04,2026-03-04T12:00:00+00:00,2026-03-04T00:00:00+00:00,14.7,14.6,C,open_meteo,0.22554397583007812,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-05,2026-03-05T00:00:00+00:00,2026-03-04T00:00:00+00:00,12.3,13.0,C,open_meteo,0.07927417755126953,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-06,2026-03-06T00:00:00+00:00,2026-03-04T00:00:00+00:00,14.2,14.8,C,open_meteo,0.08440017700195312,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-05,2026-03-05T00:00:00+00:00,2026-03-04T12:00:00+00:00,12.3,13.0,C,open_meteo,0.05507469177246094,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-05,2026-03-05T12:00:00+00:00,2026-03-04T12:00:00+00:00,12.3,13.0,C,open_meteo,0.1270771026611328,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-06,2026-03-06T12:00:00+00:00,2026-03-04T12:00:00+00:00,14.2,14.8,C,open_meteo,0.03349781036376953,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-05,2026-03-05T12:00:00+00:00,2026-03-05T00:00:00+00:00,12.3,13.0,C,open_meteo,0.10001659393310547,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-06,2026-03-06T00:00:00+00:00,2026-03-05T00:00:00+00:00,14.2,14.8,C,open_meteo,0.11169910430908203,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-07,2026-03-07T00:00:00+00:00,2026-03-05T00:00:00+00:00,16.4,16.3,C,open_meteo,1.4394521713256836,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-06,2026-03-06T00:00:00+00:00,2026-03-05T12:00:00+00:00,14.2,14.8,C,open_meteo,0.04410743713378906,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-06,2026-03-06T12:00:00+00:00,2026-03-05T12:00:00+00:00,14.2,14.8,C,open_meteo,0.02467632293701172,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-07,2026-03-07T12:00:00+00:00,2026-03-05T12:00:00+00:00,16.4,16.3,C,open_meteo,0.07474422454833984,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-06,2026-03-06T12:00:00+00:00,2026-03-06T00:00:00+00:00,14.2,14.8,C,open_meteo,0.053763389587402344,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-07,2026-03-07T00:00:00+00:00,2026-03-06T00:00:00+00:00,16.4,16.3,C,open_meteo,0.06473064422607422,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-08,2026-03-08T00:00:00+00:00,2026-03-06T00:00:00+00:00,16.2,16.3,C,open_meteo,0.09036064147949219,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-07,2026-03-07T00:00:00+00:00,2026-03-06T12:00:00+00:00,16.4,16.3,C,open_meteo,0.0782012939453125,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-07,2026-03-07T12:00:00+00:00,2026-03-06T12:00:00+00:00,16.4,16.3,C,open_meteo,0.12421607971191406,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-08,2026-03-08T12:00:00+00:00,2026-03-06T12:00:00+00:00,16.2,16.3,C,open_meteo,0.13506412506103516,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-07,2026-03-07T12:00:00+00:00,2026-03-07T00:00:00+00:00,16.4,16.3,C,open_meteo,0.0711679458618164,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-08,2026-03-08T00:00:00+00:00,2026-03-07T00:00:00+00:00,16.2,16.3,C,open_meteo,0.03457069396972656,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-09,2026-03-09T00:00:00+00:00,2026-03-07T00:00:00+00:00,15.6,14.5,C,open_meteo,0.09298324584960938,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-08,2026-03-08T00:00:00+00:00,2026-03-07T12:00:00+00:00,16.2,16.3,C,open_meteo,0.1722574234008789,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-08,2026-03-08T12:00:00+00:00,2026-03-07T12:00:00+00:00,16.2,16.3,C,open_meteo,0.09894371032714844,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-09,2026-03-09T12:00:00+00:00,2026-03-07T12:00:00+00:00,15.6,14.5,C,open_meteo,0.07140636444091797,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-08,2026-03-08T12:00:00+00:00,2026-03-08T00:00:00+00:00,16.2,16.3,C,open_meteo,0.0553131103515625,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-09,2026-03-09T00:00:00+00:00,2026-03-08T00:00:00+00:00,15.6,14.5,C,open_meteo,0.054001808166503906,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-10,2026-03-10T00:00:00+00:00,2026-03-08T00:00:00+00:00,11.4,11.0,C,open_meteo,0.03695487976074219,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-09,2026-03-09T00:00:00+00:00,2026-03-08T12:00:00+00:00,15.6,14.5,C,open_meteo,0.11324882507324219,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-09,2026-03-09T12:00:00+00:00,2026-03-08T12:00:00+00:00,15.6,14.5,C,open_meteo,0.217437744140625,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-10,2026-03-10T12:00:00+00:00,2026-03-08T12:00:00+00:00,11.4,11.0,C,open_meteo,0.3058910369873047,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-09,2026-03-09T12:00:00+00:00,2026-03-09T00:00:00+00:00,15.6,14.5,C,open_meteo,0.032067298889160156,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-10,2026-03-10T00:00:00+00:00,2026-03-09T00:00:00+00:00,11.4,11.0,C,open_meteo,0.05805492401123047,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-11,2026-03-11T00:00:00+00:00,2026-03-09T00:00:00+00:00,13.6,13.6,C,open_meteo,0.0654458999633789,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-10,2026-03-10T00:00:00+00:00,2026-03-09T12:00:00+00:00,11.4,11.0,C,open_meteo,0.04374980926513672,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-10,2026-03-10T12:00:00+00:00,2026-03-09T12:00:00+00:00,11.4,11.0,C,open_meteo,0.03600120544433594,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-11,2026-03-11T12:00:00+00:00,2026-03-09T12:00:00+00:00,13.6,13.6,C,open_meteo,0.05030632019042969,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-10,2026-03-10T12:00:00+00:00,2026-03-10T00:00:00+00:00,11.4,11.0,C,open_meteo,0.05030632019042969,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-11,2026-03-11T00:00:00+00:00,2026-03-10T00:00:00+00:00,13.6,13.6,C,open_meteo,0.12052059173583984,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-12,2026-03-12T00:00:00+00:00,2026-03-10T00:00:00+00:00,15.8,16.7,C,open_meteo,2.171635627746582,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-11,2026-03-11T00:00:00+00:00,2026-03-10T12:00:00+00:00,13.6,13.6,C,open_meteo,0.09655952453613281,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-11,2026-03-11T12:00:00+00:00,2026-03-10T12:00:00+00:00,13.6,13.6,C,open_meteo,0.2434253692626953,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-12,2026-03-12T12:00:00+00:00,2026-03-10T12:00:00+00:00,15.8,16.7,C,open_meteo,0.057578086853027344,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-11,2026-03-11T12:00:00+00:00,2026-03-11T00:00:00+00:00,13.6,13.6,C,open_meteo,0.055670738220214844,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-12,2026-03-12T00:00:00+00:00,2026-03-11T00:00:00+00:00,15.8,16.7,C,open_meteo,0.15735626220703125,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-13,2026-03-13T00:00:00+00:00,2026-03-11T00:00:00+00:00,16.6,16.2,C,open_meteo,0.04303455352783203,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-12,2026-03-12T00:00:00+00:00,2026-03-11T12:00:00+00:00,15.8,16.7,C,open_meteo,0.06604194641113281,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-12,2026-03-12T12:00:00+00:00,2026-03-11T12:00:00+00:00,15.8,16.7,C,open_meteo,0.05245208740234375,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-13,2026-03-13T12:00:00+00:00,2026-03-11T12:00:00+00:00,16.6,16.2,C,open_meteo,0.06532669067382812,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-12,2026-03-12T12:00:00+00:00,2026-03-12T00:00:00+00:00,15.8,16.7,C,open_meteo,0.10287761688232422,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-13,2026-03-13T00:00:00+00:00,2026-03-12T00:00:00+00:00,16.6,16.2,C,open_meteo,0.055909156799316406,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-14,2026-03-14T00:00:00+00:00,2026-03-12T00:00:00+00:00,10.8,10.6,C,open_meteo,0.033736228942871094,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-13,2026-03-13T00:00:00+00:00,2026-03-12T12:00:00+00:00,16.6,16.2,C,open_meteo,0.0324249267578125,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-13,2026-03-13T12:00:00+00:00,2026-03-12T12:00:00+00:00,16.6,16.2,C,open_meteo,0.07164478302001953,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-14,2026-03-14T12:00:00+00:00,2026-03-12T12:00:00+00:00,10.8,10.6,C,open_meteo,0.04076957702636719,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-13,2026-03-13T12:00:00+00:00,2026-03-13T00:00:00+00:00,16.6,16.2,C,open_meteo,0.0476837158203125,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-14,2026-03-14T00:00:00+00:00,2026-03-13T00:00:00+00:00,10.8,10.6,C,open_meteo,0.0782012939453125,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-15,2026-03-15T00:00:00+00:00,2026-03-13T00:00:00+00:00,12.8,13.6,C,open_meteo,0.6682872772216797,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-14,2026-03-14T00:00:00+00:00,2026-03-13T12:00:00+00:00,10.8,10.6,C,open_meteo,0.08666515350341797,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-14,2026-03-14T12:00:00+00:00,2026-03-13T12:00:00+00:00,10.8,10.6,C,open_meteo,0.08416175842285156,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-15,2026-03-15T12:00:00+00:00,2026-03-13T12:00:00+00:00,12.8,13.6,C,open_meteo,0.12636184692382812,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-14,2026-03-14T12:00:00+00:00,2026-03-14T00:00:00+00:00,10.8,10.6,C,open_meteo,0.04374980926513672,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-15,2026-03-15T00:00:00+00:00,2026-03-14T00:00:00+00:00,12.8,13.6,C,open_meteo,0.13744831085205078,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-16,2026-03-16T00:00:00+00:00,2026-03-14T00:00:00+00:00,18.5,18.9,C,open_meteo,0.07402896881103516,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-15,2026-03-15T00:00:00+00:00,2026-03-14T12:00:00+00:00,12.8,13.6,C,open_meteo,0.1347064971923828,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-15,2026-03-15T12:00:00+00:00,2026-03-14T12:00:00+00:00,12.8,13.6,C,open_meteo,0.14090538024902344,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-16,2026-03-16T12:00:00+00:00,2026-03-14T12:00:00+00:00,18.5,18.9,C,open_meteo,0.03504753112792969,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-15,2026-03-15T12:00:00+00:00,2026-03-15T00:00:00+00:00,12.8,13.6,C,open_meteo,0.12540817260742188,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-16,2026-03-16T00:00:00+00:00,2026-03-15T00:00:00+00:00,18.5,18.9,C,open_meteo,0.06222724914550781,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-17,2026-03-17T00:00:00+00:00,2026-03-15T00:00:00+00:00,16.2,15.9,C,open_meteo,1.1172294616699219,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-16,2026-03-16T00:00:00+00:00,2026-03-15T12:00:00+00:00,18.5,18.9,C,open_meteo,0.052928924560546875,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-16,2026-03-16T12:00:00+00:00,2026-03-15T12:00:00+00:00,18.5,18.9,C,open_meteo,0.1308917999267578,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-17,2026-03-17T12:00:00+00:00,2026-03-15T12:00:00+00:00,16.2,15.9,C,open_meteo,0.4107952117919922,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-16,2026-03-16T12:00:00+00:00,2026-03-16T00:00:00+00:00,18.5,18.9,C,open_meteo,0.0985860824584961,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,12.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-17,2026-03-17T00:00:00+00:00,2026-03-16T00:00:00+00:00,16.2,15.9,C,open_meteo,0.12290477752685547,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,24.0,target_datetime_from_forecast_issue_plus_horizon
Milan,LIMC,high_temperature,2026-03-18,2026-03-18T00:00:00+00:00,2026-03-16T00:00:00+00:00,14.3,13.4,C,open_meteo,0.03254413604736328,open_meteo_archive,Malpensa Intl Airport Station,45.6306,8.7281,Europe/Rome,48.0,target_datetime_from_forecast_issue_plus_horizon
