location,station_id,metric,target_date,target_datetime,forecast_issued_at,forecast_mean,actual_value,unit,forecast_source,forecast_model,actual_source,source_location_name,latitude,longitude,timezone,horizon_hours,notes
Paris,,high_temperature,2026-04-05,2026-04-05T00:00:00+00:00,2026-04-04T00:00:00+00:00,18.92,19.7,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-05,2026-04-05T00:00:00+00:00,2026-04-04T12:00:00+00:00,18.98,19.7,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-05,2026-04-05T12:00:00+00:00,2026-04-04T12:00:00+00:00,19.04,19.7,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-05,2026-04-05T12:00:00+00:00,2026-04-05T00:00:00+00:00,18.86,19.7,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-06,2026-04-06T00:00:00+00:00,2026-04-05T00:00:00+00:00,19.12,19.9,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-06,2026-04-06T00:00:00+00:00,2026-04-05T12:00:00+00:00,19.18,19.9,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-06,2026-04-06T12:00:00+00:00,2026-04-05T12:00:00+00:00,19.24,19.9,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-06,2026-04-06T12:00:00+00:00,2026-04-06T00:00:00+00:00,19.06,19.9,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-07,2026-04-07T00:00:00+00:00,2026-04-06T00:00:00+00:00,19.32,20.1,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-07,2026-04-07T00:00:00+00:00,2026-04-06T12:00:00+00:00,19.38,20.1,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-07,2026-04-07T12:00:00+00:00,2026-04-06T12:00:00+00:00,19.44,20.1,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-07,2026-04-07T12:00:00+00:00,2026-04-07T00:00:00+00:00,19.26,20.1,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-08,2026-04-08T00:00:00+00:00,2026-04-07T00:00:00+00:00,19.52,20.3,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-08,2026-04-08T00:00:00+00:00,2026-04-07T12:00:00+00:00,19.58,20.3,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,12.0,target_datetime_from_forecast_issue_plus_horizon
Paris,,high_temperature,2026-04-08,2026-04-08T12:00:00+00:00,2026-04-07T12:00:00+00:00,19.64,20.3,C,open_meteo,open_meteo_mock_historical_forecast,open_meteo_archive,Paris city centroid,48.8566,2.3522,Europe/Paris,24.0,target_datetime_from_forecast_issue_plus_horizon
